std data
6.907833333
7.809666667
7.433333333
7.683
7.596666667
7.972833333
8.055916667
5.934416667
7.093583333
6.031166667
7.797416667
7.404333333
6.332916667
7.3525
7.797
7.825583333
7.793
6.2545
7.543
7.086583333
7.214583333
7.46
7.662916667
8.479916667
8.49625
7.184916667
7.304083333
7.665416667
8.025416667
8.691833333
7.878333333
7.727083333
7.510083333
7.672083333
7.584
8.039333333
7.927833333
8.370083333
8.075166667
7.803666667
8.105916667
7.913916667
8.15
8.388583333
8.454166667
8.2625
8.310916667
8.374333333
7.935
7.905583333
8.467416667
8.513916667
8.3535
8.454
8.202583333
8.078333333
7.78575
7.455833333
6.976916667
6.855333333
6.738833333
7.082
7.591166667
7.164333333
7.167
6.762583333
7.1255
8.057916667
7.26725
7.619833333
7.744166667
7.956333333
7.542416667
7.98525
7.928166667
7.966416667
8.473916667
7.861166667
7.581416667
8.0895
7.431833333
7.3375
7.71525
7.847083333
7.23575
7.395583333
7.09225
7.225333333
7.56025
7.550333333
7.341666667
7.618916667
7.75325
7.414833333
7.580083333
8.233083333
7.900333333
7.78025
7.79075
7.6285
7.86125
7.692166667
7.760583333
7.896666667
7.956666667
7.761666667
7.473666667
7.969833333
8.0875
7.837416667
7.679
7.42325
7.96
7.845333333
8.015083333
8.01975
8.20025
7.958916667
8.23425
7.999333333
7.794416667
7.899666667
7.979
8.13475
7.660083333
7.934333333
8.292166667
8.59
7.976666667
7.762666667
7.995083333
7.955833333
7.760833333
7.566333333
7.673833333
7.675083333
7.696416667
7.88
8.0915
7.722666667
7.730833333
7.8225
7.798666667
7.93325
7.9215
7.977666667
8.067
7.909833333
8.19575
8.249666667
8.28625
8.08175
7.989833333
7.815833333
7.967666667
8.091583333
7.745
7.961583333
7.927833333
8.021416667
7.901666667
7.912916667
7.953833333
8.305083333
8.269666667
8.021416667
7.808
7.886916667
8.100166667
8.124166667
8.246833333
8.072916667
8.06725
8.175
8.1195
8.392166667
8.181166667
8.238333333
7.939083333
8.22025
8.300833333
8.328
8.001583333
8.207916667
8.129666667
8.130333333
8.322
8.493166667
8.281916667
8.342583333
8.37325
8.319833333
8.324833333
8.48375
8.2425
8.340166667
8.419833333
8.37275
8.213
7.999583333
8.194583333
8.26575
8.466916667
8.199583333
8.275166667
7.91625
8.238583333
8.372666667
8.370666667
8.15525
8.437583333
8.34275
8.475833333
8.045083333
8.147333333
8.262166667
8.321416667
8.177583333
8.1835
8.368833333
8.230333333
8.131083333
8.6005
8.135333333
8.408416667
8.01925
8.529916667
8.36525
8.310916667
8.619333333
8.75475
8.269416667
8.693333333
8.403833333
8.32575
8.523
8.622166667
8.833916667
8.549916667
8.860916667
8.845583333
8.481166667
8.525
8.695
8.997833333
8.667166667
8.808333333
9.125583333
8.886666667
8.86325
9.018333333
9.223
9.076916667
8.957166667
9.28625
9.099583333
9.3415
9.063083333
9.159833333
9.336416667
9.130166667
9.137333333
9.198333333
9.155166667
9.362083333
9.603833333
9.461416667
9.31875
9.474333333
9.682083333
9.411916667
