std data
1.588
5.186
7.862
9.478
12.199
14.109
14.105
10.938
6.795
1.369
0.432
0.696
-0.257
5.003
6.651
10.103
11.812
15.233
13.646
10.649
6.473
2.885
1.556
-0.914
4.782
5.067
6.462
10.892
13.646
15.204
13.039
12.04
7.641
5.857
2.415
1.464
1.313
5.62
7.047
10.885
12.777
14.017
12.686
10.482
8.343
4.566
-0.586
1.678
-0.075
3.345
11.058
11.749
13.169
14.408
12.333
10.142
8.962
5.427
3.197
1.316
0.21
2.925
8.02
11.16
13.824
15.029
12.755
10.53
10.807
4.584
1.335
2.832
5.221
4.074
8.981
11.938
13.412
14.117
12.688
11.159
7.668
3.584
0.423
-0.429
3.649
3.867
7.898
11.526
15.423
16.292
16.233
13.284
5.21
3.718
0.467
-2.343
-0.365
3.052
6.529
8.426
12.176
12.939
10.816
9.409
5.654
4.92
1.62
3.532
3.74
3.92
5.79
8.867
12.978
11.875
13.487
10.966
6.98
2.988
-1.573
-2.258
