Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","001","World","5110","Area","6600","Country area","1961","1961","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1962","1962","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1963","1963","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1964","1964","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1965","1965","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1966","1966","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1967","1967","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1968","1968","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1969","1969","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1970","1970","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1971","1971","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1972","1972","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1973","1973","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1974","1974","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1975","1975","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1976","1976","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1977","1977","1000 ha","13444653.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1978","1978","1000 ha","13444653.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1979","1979","1000 ha","13444857.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1980","1980","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1981","1981","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1982","1982","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1983","1983","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1984","1984","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1985","1985","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1986","1986","1000 ha","13444865.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1987","1987","1000 ha","13444731.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1988","1988","1000 ha","13444732.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1989","1989","1000 ha","13444732.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1990","1990","1000 ha","13444799.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1991","1991","1000 ha","13444801.3477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1992","1992","1000 ha","13434291.9477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1993","1993","1000 ha","13434301.9477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1994","1994","1000 ha","13433609.6477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1995","1995","1000 ha","13433611.6477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1996","1996","1000 ha","13433619.6477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1997","1997","1000 ha","13440493.6477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1998","1998","1000 ha","13437767.6477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","1999","1999","1000 ha","13437767.6477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2000","2000","1000 ha","13437466.0477","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2001","2001","1000 ha","13437505.0677","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2002","2002","1000 ha","13437548.5677","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2003","2003","1000 ha","13437595.1177","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2004","2004","1000 ha","13441008.5091","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2005","2005","1000 ha","13441204.1446","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2006","2006","1000 ha","13441234.6407","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2007","2007","1000 ha","13441243.7969","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2008","2008","1000 ha","13461194.3912","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2009","2009","1000 ha","13460962.7732","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2010","2010","1000 ha","13460990.1521","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2011","2011","1000 ha","13461020.4299","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2012","2012","1000 ha","13462978.2803","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2013","2013","1000 ha","13498679.3802","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2014","2014","1000 ha","13498487.0638","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2015","2015","1000 ha","13499240.5261","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2016","2016","1000 ha","13499360.696","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2017","2017","1000 ha","13499694.5853","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2018","2018","1000 ha","13499655.5312","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2019","2019","1000 ha","13499682.9334","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6600","Country area","2020","2020","1000 ha","13500322.5135","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1961","1961","1000 ha","13040572.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1962","1962","1000 ha","13040570.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1963","1963","1000 ha","13040571.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1964","1964","1000 ha","13040571.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1965","1965","1000 ha","13040570.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1966","1966","1000 ha","13040569.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1967","1967","1000 ha","13040568.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1968","1968","1000 ha","13040567.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1969","1969","1000 ha","13040567.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1970","1970","1000 ha","13040566.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1971","1971","1000 ha","13040565.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1972","1972","1000 ha","13040554.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1973","1973","1000 ha","13040545.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1974","1974","1000 ha","13040497.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1975","1975","1000 ha","13040444.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1976","1976","1000 ha","13040421.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1977","1977","1000 ha","13040407.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1978","1978","1000 ha","13040405.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1979","1979","1000 ha","13040400.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1980","1980","1000 ha","13040380.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1981","1981","1000 ha","13040387.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1982","1982","1000 ha","13040367.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1983","1983","1000 ha","13040359.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1984","1984","1000 ha","13040206.4909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1985","1985","1000 ha","13040194.4909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1986","1986","1000 ha","13040203.4909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1987","1987","1000 ha","13040192.4909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1988","1988","1000 ha","13040190.4909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1989","1989","1000 ha","13040091.4909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1990","1990","1000 ha","13040090.4909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1991","1991","1000 ha","13040100.4909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1992","1992","1000 ha","12995803.6909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1993","1993","1000 ha","12995429.0909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1994","1994","1000 ha","12994224.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1995","1995","1000 ha","12993928.3909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1996","1996","1000 ha","12993882.8909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1997","1997","1000 ha","13000816.8909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1998","1998","1000 ha","12998213.6909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","1999","1999","1000 ha","12998892.4909","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2000","2000","1000 ha","13004794.7369","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2001","2001","1000 ha","13004676.7569","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2002","2002","1000 ha","13004458.0795","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2003","2003","1000 ha","13005171.7385","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2004","2004","1000 ha","13019826.9068","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2005","2005","1000 ha","13020101.061","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2006","2006","1000 ha","13019879.8972","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2007","2007","1000 ha","13019858.1385","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2008","2008","1000 ha","13018272.1804","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2009","2009","1000 ha","13018116.3345","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2010","2010","1000 ha","13018354.1","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2011","2011","1000 ha","13018405.6524","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2012","2012","1000 ha","13030809.0315","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2013","2013","1000 ha","13030632.8796","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2014","2014","1000 ha","13030570.9915","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2015","2015","1000 ha","13030936.3425","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2016","2016","1000 ha","13031916.1795","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2017","2017","1000 ha","13031187.59","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2018","2018","1000 ha","13031258.4419","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2019","2019","1000 ha","13031252.2757","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6601","Land area","2020","2020","1000 ha","13031196.5061","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1961","1961","1000 ha","4440609.4365","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1962","1962","1000 ha","4450405.7235","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1963","1963","1000 ha","4460354.9002","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1964","1964","1000 ha","4469533.1416","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1965","1965","1000 ha","4484546.003","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1966","1966","1000 ha","4491853.2977","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1967","1967","1000 ha","4503259.1559","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1968","1968","1000 ha","4537282.4531","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1969","1969","1000 ha","4549298.4309","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1970","1970","1000 ha","4535897.8205","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1971","1971","1000 ha","4550775.9487","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1972","1972","1000 ha","4561706.472","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1973","1973","1000 ha","4578857.4547","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1974","1974","1000 ha","4588976.5575","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1975","1975","1000 ha","4595152.1502","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1976","1976","1000 ha","4597446.1762","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1977","1977","1000 ha","4599333.0623","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1978","1978","1000 ha","4614962.3784","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1979","1979","1000 ha","4621790.8111","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1980","1980","1000 ha","4637294.7318","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1981","1981","1000 ha","4639412.2365","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1982","1982","1000 ha","4656070.7993","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1983","1983","1000 ha","4664628.572","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1984","1984","1000 ha","4694554.3947","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1985","1985","1000 ha","4725872.7945","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1986","1986","1000 ha","4729761.6522","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1987","1987","1000 ha","4745560.1429","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1988","1988","1000 ha","4763527.7056","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1989","1989","1000 ha","4775547.0684","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1990","1990","1000 ha","4786289.0911","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1991","1991","1000 ha","4789428.5302","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1992","1992","1000 ha","4828352.6405","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1993","1993","1000 ha","4812103.0803","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1994","1994","1000 ha","4832816.09","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1995","1995","1000 ha","4829570.264","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1996","1996","1000 ha","4837613.923","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1997","1997","1000 ha","4857776.145","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1998","1998","1000 ha","4870747.759","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","1999","1999","1000 ha","4873312.156","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2000","2000","1000 ha","4878013.493","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2001","2001","1000 ha","4880219.4842","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2002","2002","1000 ha","4868577.4999","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2003","2003","1000 ha","4852927.0743","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2004","2004","1000 ha","4858941.7108","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2005","2005","1000 ha","4855341.0312","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2006","2006","1000 ha","4843599.3417","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2007","2007","1000 ha","4837212.1921","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2008","2008","1000 ha","4825345.3626","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2009","2009","1000 ha","4818142.1402","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2010","2010","1000 ha","4816356.165","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2011","2011","1000 ha","4827040.293","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2012","2012","1000 ha","4784867.4606","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2013","2013","1000 ha","4785947.0548","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2014","2014","1000 ha","4793640.5693","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2015","2015","1000 ha","4754908.1835","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2016","2016","1000 ha","4762732.5624","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2017","2017","1000 ha","4793318.587","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2018","2018","1000 ha","4775548.8543","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2019","2019","1000 ha","4779362.675","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6602","Agriculture","2020","2020","1000 ha","4772427.6272","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1961","1961","1000 ha","4440609.4365","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1962","1962","1000 ha","4450405.7235","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1963","1963","1000 ha","4460354.9002","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1964","1964","1000 ha","4469533.1416","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1965","1965","1000 ha","4484546.003","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1966","1966","1000 ha","4491853.2977","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1967","1967","1000 ha","4503259.1559","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1968","1968","1000 ha","4537282.4531","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1969","1969","1000 ha","4549298.4309","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1970","1970","1000 ha","4535897.8205","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1971","1971","1000 ha","4549896.9487","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1972","1972","1000 ha","4561706.472","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1973","1973","1000 ha","4578857.4547","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1974","1974","1000 ha","4588976.5575","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1975","1975","1000 ha","4595152.1502","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1976","1976","1000 ha","4597446.1762","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1977","1977","1000 ha","4599333.0623","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1978","1978","1000 ha","4614962.3784","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1979","1979","1000 ha","4621790.8111","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1980","1980","1000 ha","4637294.7318","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1981","1981","1000 ha","4639412.2365","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1982","1982","1000 ha","4656070.7993","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1983","1983","1000 ha","4664628.572","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1984","1984","1000 ha","4694554.3947","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1985","1985","1000 ha","4725872.7945","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1986","1986","1000 ha","4729761.6522","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1987","1987","1000 ha","4745560.1429","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1988","1988","1000 ha","4763527.7056","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1989","1989","1000 ha","4775547.0684","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1990","1990","1000 ha","4786289.0911","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1991","1991","1000 ha","4789428.5302","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1992","1992","1000 ha","4828352.6405","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1993","1993","1000 ha","4812103.0803","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1994","1994","1000 ha","4832816.09","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1995","1995","1000 ha","4829570.264","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1996","1996","1000 ha","4837613.923","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1997","1997","1000 ha","4857776.145","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1998","1998","1000 ha","4870747.759","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","1999","1999","1000 ha","4873312.156","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2000","2000","1000 ha","4878013.493","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2001","2001","1000 ha","4880219.4842","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2002","2002","1000 ha","4868577.4999","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2003","2003","1000 ha","4852927.0743","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2004","2004","1000 ha","4813737.7108","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2005","2005","1000 ha","4820422.0312","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2006","2006","1000 ha","4817976.3417","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2007","2007","1000 ha","4810118.6921","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2008","2008","1000 ha","4797345.3626","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2009","2009","1000 ha","4793370.1402","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2010","2010","1000 ha","4794148.165","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2011","2011","1000 ha","4813488.693","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2012","2012","1000 ha","4766469.4606","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2013","2013","1000 ha","4757162.1753","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2014","2014","1000 ha","4756178.9692","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2015","2015","1000 ha","4731572.4616","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2016","2016","1000 ha","4728790.948","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2017","2017","1000 ha","4764972.0518","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2018","2018","1000 ha","4749674.2016","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2019","2019","1000 ha","4751292.4805","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6610","Agricultural land","2020","2020","1000 ha","4744459.5373","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1961","1961","1000 ha","1350014.9072","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1962","1962","1000 ha","1353495.78","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1963","1963","1000 ha","1361021.9966","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1964","1964","1000 ha","1363823.2239","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1965","1965","1000 ha","1369167.5983","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1966","1966","1000 ha","1368549.483","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1967","1967","1000 ha","1370089.1712","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1968","1968","1000 ha","1382015.8107","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1969","1969","1000 ha","1395589.74","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1970","1970","1000 ha","1391443.2866","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1971","1971","1000 ha","1386775.204","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6620","Cropland","1972","1972","1000 ha","1388156.194","E","Estimated value"
