Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2001","2001","1000 ha","294204.186","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2002","2002","1000 ha","299572.336","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2003","2003","1000 ha","305086.205","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2004","2004","1000 ha","307997.5136","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2005","2005","1000 ha","310290.7111","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2006","2006","1000 ha","312442.7864","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2007","2007","1000 ha","314851.6806","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2008","2008","1000 ha","316626.1459","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2009","2009","1000 ha","319423.4774","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2010","2010","1000 ha","322835.212","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2011","2011","1000 ha","325975.189","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2012","2012","1000 ha","329926.02","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2013","2013","1000 ha","333150.6519","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2014","2014","1000 ha","335321.5528","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2015","2015","1000 ha","337891.8167","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2016","2016","1000 ha","339697.1066","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2017","2017","1000 ha","341572.9255","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2018","2018","1000 ha","342882.0718","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2019","2019","1000 ha","347968.6282","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2020","2020","1000 ha","348503.4748","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2004","2004","1000 ha","21891.66","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2005","2005","1000 ha","29211.15","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2006","2006","1000 ha","30001.324","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2007","2007","1000 ha","31814.784","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2008","2008","1000 ha","34605.774","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2009","2009","1000 ha","36863.037","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2010","2010","1000 ha","35803.7591","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2011","2011","1000 ha","36558.65","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2012","2012","1000 ha","37630.44","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2013","2013","1000 ha","35868.05","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2014","2014","1000 ha","45307.0542","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","50967.7486","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2016","2016","1000 ha","57714.1074","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2017","2017","1000 ha","69540.7553","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2018","2018","1000 ha","71116.6251","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2019","2019","1000 ha","72213.3184","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6671","Agriculture area under organic agric.","2020","2020","1000 ha","74959.2112","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2004","2004","1000 ha","18144.33","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2005","2005","1000 ha","17880.39","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2006","2006","1000 ha","20152.51","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2007","2007","1000 ha","24625.53","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2008","2008","1000 ha","13057.3","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2009","2009","1000 ha","27402.706","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2010","2010","1000 ha","15127.8219","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2011","2011","1000 ha","25207.61","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2012","2012","1000 ha","27467.53","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2013","2013","1000 ha","25800.92","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2014","2014","1000 ha","32398.9779","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2015","2015","1000 ha","37345.817","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2016","2016","1000 ha","20058.2682","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2017","2017","1000 ha","18576.3115","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2018","2018","1000 ha","55342.6011","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2019","2019","1000 ha","56863.3624","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6672","Agriculture area certified organic","2020","2020","1000 ha","60804.5895","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1990","1990","1000 ha","1312936.404","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1991","1991","1000 ha","1311506.0644","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1992","1992","1000 ha","1310075.7248","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1993","1993","1000 ha","1308645.3852","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1994","1994","1000 ha","1307215.0456","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1995","1995","1000 ha","1305784.706","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1996","1996","1000 ha","1304354.3664","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1997","1997","1000 ha","1302924.0268","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1998","1998","1000 ha","1301493.6872","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","1999","1999","1000 ha","1300063.3476","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2000","2000","1000 ha","1298633.008","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2001","2001","1000 ha","1295752.7674","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2002","2002","1000 ha","1292872.5268","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2003","2003","1000 ha","1289992.2862","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2004","2004","1000 ha","1287112.0456","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2005","2005","1000 ha","1284231.805","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2006","2006","1000 ha","1285011.2456","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2007","2007","1000 ha","1285790.6862","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2008","2008","1000 ha","1286570.1268","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2009","2009","1000 ha","1287349.5674","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2010","2010","1000 ha","1288129.008","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2011","2011","1000 ha","1285946.6506","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2012","2012","1000 ha","1283764.2932","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2013","2013","1000 ha","1281581.9358","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2014","2014","1000 ha","1279399.5784","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2015","2015","1000 ha","1277217.221","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2016","2016","1000 ha","1277217.221","E","Estimated value"
"RL","Land Use","001","World","5110","Area","6714","Primary Forest","2017","2017","1000 ha","1277217.221","E","Estimated value"
